,QueryID,QueryText,QueryImages,Label
45850,1409,There's important context missing . Learn more : url url,raw_images/images_otweet_DataC/15229.png,0.0
45900,1525,@user Oops url,raw_images/images_otweet_DataC/35450.png,0.0
45950,1554,"@user @user @user 2.6 % , brah . Google proves her point . url",raw_images/images_otweet_DataC/29007.png,0.0
46000,290,"@user @user Her server was only one not hacked , so again you are a liar . Complain about these much ? url",raw_images/images_otweet_DataC/10213.png,0.0
46050,1415,#2016 : voting machine maker in which @user has no role / ownership compelled to deny that it's engineering Soros plot to steal election url,raw_images/images_otweet_DataC/29820.png,0.0
46100,966,@user @user @user this is what we're talking about . This evil vile woman url,raw_images/images_otweet_DataC/39157.png,0.0
46150,802,"Medicaid , slashed by GOP / TrumpCare , covers a lot of births and US already is experiencing rising maternal mortality url url",raw_images/images_otweet_DataC/29674.png,0.0
46200,577,Consider the words of Planned Parenthood founder Margaret Sanger before you #CelebrateAbortionProviders . #UnbornLivesMatter #life #MAGA url,raw_images/images_otweet_DataC/28251.png,0.0
46250,292,This is not normal . Senate Republicans are refusing to hold hearings on #Trumpcare . They won't even #ShowUsTheBill . What are they hiding ? url,raw_images/images_otweet_DataC/16535.png,0.0
46300,1968,@user She is Correct ! url,raw_images/images_otweet_DataC/40337.png,0.0
46350,1043,Trump falsely claims biggest electoral win since Reagan url url,raw_images/images_otweet_DataC/40661.png,0.0
46400,57,"Hillary Clinton "" admires "" Margaret Sanger whose mission was to "" exterminate "" the black race #VoteTrump2016 url",raw_images/images_otweet_DataC/41022.png,0.0
46450,1486,"@user @user @user Yeah ... you're righr , She Only got "" Help "" from Moolahs & Sheikhs url",raw_images/images_otweet_DataC/1990.png,0.0
46500,61,"Hillary Clinton ... "" We are going to raise taxes on the middle-class "" What kind of IDIOT would vote for her ! ! url",raw_images/images_otweet_DataC/11051.png,0.0
46550,355,@user @user @user Check out American news and you will find Obama was funding radical Islamic terrorism ... you will also find out Hillary Clinton was the only candidate in 2016 who collided with Russia ... and did for many years .. url,raw_images/images_otweet_DataC/38061.png,0.0
46600,319,"US consumes 80 % of world's #opioids , despite having less than 5 % of the world's population . And now 175 Americans a day are dying of drug overdoses . Read our stories on solutions to the #OpioidEpidemic #opioidcrisis url url",raw_images/images_otweet_DataC/11310.png,0.0
46650,870,I've realized that conservatives CARE more about the mass shootings of blacks in #Chicago more than #Liberal #Democrats & BLM #MAGA url,raw_images/images_otweet_DataC/30753.png,0.0
46700,781,@user @user @user kicked his ass ? url,raw_images/images_otweet_DataC/10661.png,0.0
46750,1107,"While you are rushing out to buy Japanese cars , don't forget to check out Japan's immigration law re . Islam . url",raw_images/images_otweet_DataC/33794.png,0.0
46800,321,"@user @user Yeah and @user is still taking special interests money from #Pharmaceutical companies , Which is hurting #SeniorLiving url",raw_images/images_otweet_DataC/13582.png,0.0
46850,667,@user State Dept sold uranium ; not Hillary's decision . Benghazi is Chaffetz ' fault 4 reducing $ 4 security . url,raw_images/images_otweet_DataC/7949.png,0.0
46900,957,". @user & entire Cabinet were committed to passing the largest tax cut in American history . And because of the President's determination and leadership , the forgotten men and women of America are forgotten no more , and we are Making America Great Again . url",raw_images/images_otweet_DataC/34754.png,0.0
46950,686,@user @user Yup she sure did warn you liberals url,raw_images/images_otweet_DataC/35704.png,0.0
47000,291,@user @user How is this for a authoritative wannabe url,raw_images/images_otweet_DataC/37103.png,0.0
47050,1465,@user @user @user Is this enough for you ? ? ? url,raw_images/images_otweet_DataC/25111.png,0.0
47100,595,@user @user N Korea & Iran alliance w / Obama funding url,raw_images/images_otweet_DataC/13378.png,0.0
47150,962,@user @user pick one and go do some research . url,raw_images/images_otweet_DataC/21807.png,0.0
47200,1095,"@user @user 1866 , SOTHERN DEMOCRATS IN CONGRESS , SLAVE OWNERS - STARTED THE KLU KLUX KLAN TO PREVENT FREED SLAVES AND INDIANS FROM VOTEING ! url",raw_images/images_otweet_DataC/33661.png,0.0
47250,77,"The federal #TaxCutsandJobsAct will result in a $ 2,508 tax cut for a typical family of four in Wisconsin , according to analysis by the @user . That's $ 200 a month more in the pockets of the typical Wisconsin family . #WIWorking url url",raw_images/images_otweet_DataC/28612.png,0.0
47300,89,@user I gave you two and an article . You wanna talk about Saudis next ? url,raw_images/images_otweet_DataC/28604.png,0.0
47350,460,@user @user @user As for following through on charitable acts your claim is incorrect from Forbes url,raw_images/images_otweet_DataC/44855.png,0.0
47400,1662,@user @user Get your facts straight ! That was Obumer ! ! ! url,raw_images/images_otweet_DataC/24583.png,0.0
47450,543,"i bet you regret voting for harambe now , also fuck you url",raw_images/images_otweet_DataC/13576.png,0.0
47500,572,@user Facts you asked for . Keep up . Is there someone smarter I can talk to ? url,raw_images/images_otweet_DataC/5267.png,0.0
47550,569,Breaking : Crew Of #AirForceOne Refuses To Fly Obama 6000 Miles Just To Play Golf ' ... url url,raw_images/images_otweet_DataC/31007.png,0.0
47600,1548,Uncle Tom kinda seems nice is comparison . #UncleTom #ImWithHer #WikiLeaks url,raw_images/images_otweet_DataC/25641.png,0.0
47650,1130,"@user The Demwits know very well just like Hillary is famous for ... if they say it , they have planted the seed of doubt . Taken right out of Saul Alinsky's playbook.Hillary said it best Demwits are stupid & easily manipulated . If they get offended being called stupid then don't be STUPID url",raw_images/images_otweet_DataC/20892.png,0.0
47700,398,"RT @user @user @user #TrumpCantBePOTUS because Dem JOBS , Dem JOBS ! When DEMs are #POTUS , many more jobs created ! url",raw_images/images_otweet_DataC/11347.png,0.0
47750,1411,"On @user , @user slammed the media for not reporting on positive statistics from @user ' s first month in office . url",raw_images/images_otweet_DataC/43788.png,0.0
47800,1171,When #Republican controlled House does this you have to question their integrity when Hillary was only doing ... url,raw_images/images_otweet_DataC/15471.png,0.0
47850,758,Wendy ? url,raw_images/images_otweet_DataC/4932.png,0.0
47900,1930,"@user @user @user @user Nope , we won't let this repeat url",raw_images/images_otweet_DataC/1956.png,0.0
47950,1463,No Words Or Explanation Necessary . A Picture Speaks A Thousand Words . #MarchForOurLives url,raw_images/images_otweet_DataC/20063.png,0.0
48000,827,@user Aaah the meltdown of the leftist idiots and the bs with the NRA platform . FL school was a gun-free zone . Left using the kids for their agenda is truly disturbing . url,raw_images/images_otweet_DataC/30261.png,0.0
48050,1091,@user @user #blm @user #murder 300 #blackbabies daily . stopping #BlackExcellence url,raw_images/images_otweet_DataC/7428.png,0.0
48100,1225,@user that's because Hillary started the birther movement hit your recall button Hillary ! url,raw_images/images_otweet_DataC/20964.png,0.0
48150,1969,"@user @user @user but admires a woman who wanted to forcefully sterilize less desirables blacks , immigrants & admired KKK url",raw_images/images_otweet_DataC/26400.png,0.0
48200,1764,"President Trump appears to back away from Steve Bannon : "" I Like Steve , but ... "" url url",raw_images/images_otweet_DataC/26331.png,0.0
48250,597,Who said anything about NOT having a military ? But do we need to spend this much ? @user @user url,raw_images/images_otweet_DataC/26803.png,0.0
48300,44,@user @user @user @user Learn you stats . url,raw_images/images_otweet_DataC/36535.png,0.0
48350,1629,We will not be silenced . Everyone who's against #TheResistence will be put on blast . @user url,raw_images/images_otweet_DataC/44753.png,0.0
48400,1026,And Trump wants to give the military more and more and more ... url,raw_images/images_otweet_DataC/26508.png,0.0
48450,1711,"Nothing to see here said the media . Liberals said nothing to see here , move along . Democrat Party Ties to Russia url",raw_images/images_otweet_DataC/13741.png,0.0
48500,1538,@user Learn to read people . No classified info you dummies Big difference . url,raw_images/images_otweet_DataC/35855.png,0.0
48550,1750,@user I thought this was pretty cheap & disgusting too url,raw_images/images_otweet_DataC/24740.png,0.0
48600,520,"@user @user @user @user @user @user VP Halliburton created a system of tax payer funding BILLIONS ( him making millions ) w / private contracts in Iraq ... sooo any conservative worried about dept > material lives of the poor , because of the propaganda sold to them by powerful politicians has alot to explain logically . url",raw_images/images_otweet_DataC/42505.png,0.0
48650,1633,Bill Clinton caused a lot of damage in America - this being one example . Enlist in our patriot army at url Stand up . url,raw_images/images_otweet_DataC/37519.png,0.0
48700,1056,"Wisconsin voter ID law suppressed 200,000 votes according to new study by @user . Trump won by 22,000 url url",raw_images/images_otweet_DataC/8393.png,0.0
48750,565,"Soros Sponsored "" Protesters "" #AlternateJobsForClowns url",raw_images/images_otweet_DataC/2366.png,0.0
48775,1669,@user @user not only is this a lie . I know you've had it debunked by now url url,raw_images/images_otweet_DataC/27994.png,0.0
48825,429,Wisconsin is a Top 10 state for education ! Our bold reforms are keeping the future bright for students ! url,raw_images/images_otweet_DataC/15500.png,0.0
48875,1966,The World Must Follow Japan's Lead to Keep US Safe ! url,raw_images/images_otweet_DataC/4756.png,0.0
48925,136,@user @user $ 639.1 billion out of a $ 1.244 trillion budget url,raw_images/images_otweet_DataC/98.png,0.0
48975,117,@user @user Read the article that literally talks about Russian agents buying targeted Facebook ads ? One example url,raw_images/images_otweet_DataC/24065.png,0.0
49025,1224,"@user @user 24 / Even today , Trump continues to propagate Kremlin fake news , in knowing conspiracy with Kremlin bots / trolls . Truth is Obama was ordered by a federal tribunal to RETURN money seized by the US which BELONGED TO IRAN . Trump knows this , yet continues his criminal enterprise . url",raw_images/images_otweet_DataC/3524.png,0.0
49075,1022,Hitler pays a special surprise visit to the kids that had a school walkout in favor of GUN CONTROL . #qanon url,raw_images/images_otweet_DataC/39310.png,0.0
49125,1029,wait what url url,raw_images/images_otweet_DataC/20992.png,0.0
49175,964,@user @user You're probably confusing % of discretionary budget with total budget url,raw_images/images_otweet_DataC/4436.png,0.0
49225,1084,@user who has the deal with Russia ? is Hillary & Obama doesn't know this ? url,raw_images/images_otweet_DataC/30010.png,0.0
49275,1103,"RNC chairwoman rips Michelle Obama for ' false ' claim GOP is ' all men , all white ' - via @user url url",raw_images/images_otweet_DataC/44131.png,0.0
49325,1076,media busted in their lies & #fakenews again . It's gonna be a fun 4-8 years watching their meltdown Massive crowds #SpicerFacts #SeanSpicer url,raw_images/images_otweet_DataC/2724.png,0.0
49375,1585,"Just remember this man created the gun-free zone act of 1990 , 98 % of mass shootings have occurred in gun-free zones . url",raw_images/images_otweet_DataC/4917.png,0.0
49425,1428,Hillary Clinton does not support women ... url,raw_images/images_otweet_DataC/12573.png,0.0
49475,715,@user Does anybody want to bet on how low CNN can go and still do VARY FAKE NEWS url,raw_images/images_otweet_DataC/23809.png,0.0
49525,529,#tbt to Wayne LaPierre in 1999 . #CPAC url,raw_images/images_otweet_DataC/19972.png,0.0
49575,1393,Trump leaves out context in claim about immigrants and crime url url,raw_images/images_otweet_DataC/24499.png,0.0
49625,606,@user @user @user Stop already with the misleading comment . Let's me honest shall we ? url,raw_images/images_otweet_DataC/4969.png,0.0
49675,1066,YES by all means #TakeAKneeNFL You'll really make a difference . Shouldn't you take a knee for all whites killed by blacks ? url,raw_images/images_otweet_DataC/15949.png,0.0
49725,1705,Enough Said url,raw_images/images_otweet_DataC/8721.png,0.0
49775,1788,"Trump told us that "" the rich will not be gaining at all "" under his tax plan . That was quite a whopper . The legislation Trump signed into law provides 83 percent of the benefits to the top 1 percent . #BernieResponds url url",raw_images/images_otweet_DataC/603.png,0.0
49825,1563,@user @user @user Say's the fucking idiot retweeting a fake Congressional Representative . url,raw_images/images_otweet_DataC/40245.png,0.0
49875,55,@user Did you know Obama is the ONLY President in US HISTORY to not achieve at least one year of 3 % average GDP ? THE ONLY PRESIDENT EVER . Yet the media acts like he farts miracles . Time for truth . Please RT url,raw_images/images_otweet_DataC/28622.png,0.0
49925,731,Japan keeps Islam at bay by putting restrictions on Islam and ALL Muslims . url url,raw_images/images_otweet_DataC/604.png,0.0
49975,1542,"Democrats claim they're for education , but they voted against our historic education investment . We're putting more actual dollars into our classrooms than ever before - - $ 200 more per student this year and $ 204 more per student next year ! url",raw_images/images_otweet_DataC/12482.png,0.0
50025,2024,"@user @user @user @user @user @user @user OMG IM LITERALLY DYING RN You just pull all your "" arguements "" out of thin air dont you ? There literally is NO chapter 4 to file under ! url url",raw_images/images_otweet_DataC/41076.png,0.0
50075,1396,Curious to know what these numbers mean to people ? Why aren't they a major part of any discussion about this country url,raw_images/images_otweet_DataC/20625.png,0.0
50125,1162,". @user on @user release : "" It's every suspicion you ever had about the Clintons . "" #Hannity url",raw_images/images_otweet_DataC/26497.png,0.0
50175,1397,@user @user You are an idiot ! A ten year old child could explain uranium better ! #Fake45 #WostPresidentEver url,raw_images/images_otweet_DataC/28614.png,0.0
50225,1045,Remember when Obama legalized #bumpstocks ? Yeah so do I but some how this is President Trump's fault #NRA #GunsAreNotTheProblem #NoGunControl #LiberalLogic url,raw_images/images_otweet_DataC/32665.png,0.0
50275,552,We specifically prohibit denying coverage based on preexisting conditions . Here's the bill text from Section 136 : url,raw_images/images_otweet_DataC/18529.png,0.0
50325,1607,"@user @user @user @user @user You do know the Clintons r thieves , right ? Also they rented out the Lincoln Bedroom and put the cash in their own pockets . @user url",raw_images/images_otweet_DataC/18286.png,0.0
50375,411,@user @user The @user are a gaggle of frauds . @user you blame each other dnc / gop for everything but ultimately you serve corporate interests . Tick toc the days of fooling us are ending . We remember everything . url url,raw_images/images_otweet_DataC/34326.png,0.0
50425,782,He's basically inciting to violence here . url,raw_images/images_otweet_DataC/43373.png,0.0
50475,599,CNN's total viewership from Wednesday . That their primetime lineup is all under 1 million is something else ... this a major issue . url,raw_images/images_otweet_DataC/43210.png,0.0
50525,357,@user @user You don't know how to do research ? Here I'll help you 2017 data url url,raw_images/images_otweet_DataC/23668.png,0.0
50575,409,@user @user @user Stalin said ~ Those who Count the Votes decide EVERYTHING url,raw_images/images_otweet_DataC/5474.png,0.0
50625,1065, The Monuments Must Go  Will Liberals DEMAND The Removal Of #PlannedParenthood Founder Margaret Sanger's Bust From The Smithsonian #ProLife url,raw_images/images_otweet_DataC/39425.png,0.0
50675,1214,"@user Sad isn't it . Liberal progressive cult members still believe in her . It was documented she and bill flew and stayed at pedophilia island , but they are still with "" her "" . ( Epstein ) #qanon #pedogate #pizzagate url",raw_images/images_otweet_DataC/26118.png,0.0
50725,153,"@user #RETWEET You cant Expel @user since he has already graduated from High school in California in 2015 . #Hoggwash CAN be charged with FRAUD Along with other Felonies with #MarchForOurLives "" Crisis Actors "" Charge @user & @user Felony Bullying #NeverAgain url",raw_images/images_otweet_DataC/31296.png,0.0
50775,1717,Let's not forget who gave #NorthKoreaNukes On #NationalDayOfPrayer I'm thankful the Clintons are not in My Whitehouse #SundayThoughts url,raw_images/images_otweet_DataC/20882.png,0.0
50825,886,"The Dems call anyone that opposes them a white supremacist yet they are the ones w an extensive history w the "" Ku Klux Klan "" . Wake up ' s . url",raw_images/images_otweet_DataC/32870.png,0.0
50875,1126,@user Arrest them . Treason Clintons url,raw_images/images_otweet_DataC/44789.png,0.0
50925,190,Dear @user @user @user please comment these numbers url,raw_images/images_otweet_DataC/41688.png,0.0
50975,776,"In case you were not aware , THIS IS THE FACE OF EVIL . If your preacher says anything like this , pull your head out of your ass and start going to a real church . @user @user #maga url",raw_images/images_otweet_DataC/31053.png,0.0
51025,804,Dumb & Dumber ... url,raw_images/images_otweet_DataC/36501.png,0.0
51075,1827,@user @user @user I'm getting tired of this ! Been posting it all day ! url url,raw_images/images_otweet_DataC/16615.png,0.0
51125,965,And I am telling you / I'm not going url,raw_images/images_otweet_DataC/13824.png,0.0
51175,1166,". @user : "" Many car companies are now building and expanding plants in the United States , something we have not seen for decades . @user is moving a major plant from Mexico to Michigan ; @user and @user are opening up a plant in Alabama . "" #SOTU url url",raw_images/images_otweet_DataC/12789.png,0.0
51225,1943,@user The empire isn't gonna pay for itself Cardi . url,raw_images/images_otweet_DataC/3262.png,0.0
51275,1427,@user Illegal immigrants can obtain driver's licenses & can vote in California if SOS fails to verify eligibility . url,raw_images/images_otweet_DataC/32403.png,0.0
51325,1249,@user Terror attacks in Japan : 0 Terror attacks in Poland : 0 Wht do they have in common ? Permanent ban on Muslim migrants . #OneLoveManchester url,raw_images/images_otweet_DataC/25280.png,0.0
51375,858,"Must confirm these canonical photos from 2017 & 2009 were taken at roughly the same hour . If not , unclear that Trump & Spicer flatly lied url",raw_images/images_otweet_DataC/11753.png,0.0
51425,1431,"@user @user @user @user Most gun owners have enough common since to keep their guns out of the hands of kids , under lock and url are more likely to be killed by a liberal / Democrat with a gun than a toddler . url",raw_images/images_otweet_DataC/34108.png,0.0
51475,1748,IRAN - Did They Donate To The Democratic National Party ? url url,raw_images/images_otweet_DataC/28495.png,0.0
51525,1485,Getting paid $ 20 / hour by Soros to protest & riot #ReasonsToProtest url,raw_images/images_otweet_DataC/12630.png,0.0
51575,179,Obama sent $ 150 billion to Iran . A country that today celebrated the anniversary of their takeover of U . S . Embassy in 1979 . Unreal . url,raw_images/images_otweet_DataC/18445.png,0.0
51625,1085,"Politifact : Hillary Laughed At Getting A Rapist Cleared , Not At The Rape Victim url url",raw_images/images_otweet_DataC/14641.png,0.0
51675,1438,Interesting ! Veeeeery interesting ! url,raw_images/images_otweet_DataC/36339.png,0.0
51725,1168,"I swear to fuck . Ok . HOW the fuck are people actually this BLINDINGLY , GLARINGLY stupid ? ? This * friend * of mine sends me this , ok : url",raw_images/images_otweet_DataC/34120.png,0.0
51775,491,@user @user Needs to go back to school ( with a clear backpack ) url,raw_images/images_otweet_DataC/10794.png,0.0
51825,1177,. @user nonsense your approval ratings combining all polls puts you in the mid 30 ' s you cannot pic and choose the polls you want . You are the most hated man in America and the world #Impeachment soon then incarceration for your crimes against this country url,raw_images/images_otweet_DataC/43406.png,0.0
51875,871,"Hey #WomensMarch2018 protestors Are you going to mention that President Trump has the first woman press secretary in over a decade , and the most women in high ranking / cabinet positions in history ? url",raw_images/images_otweet_DataC/43253.png,0.0
51925,299,@user @user In fact : url,raw_images/images_otweet_DataC/17311.png,0.0
51975,2003,@user @user @user You can rewrite history all you want but your party is public enemy # 1 #LiberalismIsAMentalDisorder #LiberalHypocrisy #LiberalLogic url,raw_images/images_otweet_DataC/30461.png,0.0
52025,1584,@user @user You don't read do you ? 5 mil illegal votes cast for Killary . And u become POTUS by winning electoral college Einstein . So nice try . url,raw_images/images_otweet_DataC/28760.png,0.0
52075,1471,@user Great year ? No . url,raw_images/images_otweet_DataC/37160.png,0.0
52125,1400, The NFL  I think the NFL as a business has every right to make such regulations Its kinda not the point though The REAL Issue is This demented culture that believes and spreads the idea that Black people are more likely to get shot by cops b / c of race Its pure victim fantasy url,raw_images/images_otweet_DataC/13568.png,0.0
52175,1977, Oh but pay your taxes to support your fellow citizens  social security's fucked and look at our military budget url,raw_images/images_otweet_DataC/41840.png,0.0
52225,712,"@user Amen , my #deplorable friend . @user url",raw_images/images_otweet_DataC/9365.png,0.0
52275,1890,. @user where is your citation that FBI was granted access to the DNC servers because public record says otherwise #qanda url,raw_images/images_otweet_DataC/14511.png,0.0
52325,1615,We're getting results for hard-working families ! url url,raw_images/images_otweet_DataC/31463.png,0.0
52375,963,@user @user Dare you to read this all the way though . url,raw_images/images_otweet_DataC/42994.png,0.0
52425,1807,"Sheriff Arpaio and @user share more than just the name "" Joe . "" They share a harmful , anti-immigrant agenda . url",raw_images/images_otweet_DataC/32051.png,0.0
52475,1605,@user The president has previously used the dubious Pershing legend . url url url url,raw_images/images_otweet_DataC/5996.png,0.0
52525,984,Russian Interference Could Give Courts Legal Authority To Install Clinton url url,raw_images/images_otweet_DataC/35436.png,0.0
52575,1511,"The Hillary-Obama Elitist Doctrine : Do as we say , not as we do on #equalitypayDay url url url",raw_images/images_otweet_DataC/16694.png,0.0
52625,469,". @user : "" The failure of ObamaCare rests solely on the shoulders of democrats . "" url url",raw_images/images_otweet_DataC/37069.png,0.0
52675,67,@user @user This is what we SHOULD be doing ! url,raw_images/images_otweet_DataC/1114.png,0.0
52725,1121,@user @user Obama is the ONLY President in US HISTORY to not achieve at least one year of 3 % average GDP . THE ONLY PRESIDENT EVER . 303k manufacturing jobs lost during Obama's term . Trump already brought back 171k ( like a genius ) . But somehow MSM wants to credit Obama & low IQ readers buy it url,raw_images/images_otweet_DataC/33415.png,0.0
52775,948,"Ok , I Believe that we Need to do a better Background Check on #guns .. Do a Voter Registration Check .. If they Voted #Democrat in any Election They Can only Buy water Guns & BB guns .. No Real Ones 97 % Of Mass Shooters are #Democrats #GunReformNow @user #GunReformNow url",raw_images/images_otweet_DataC/20563.png,0.0
52825,284,"@user @user He also took money in bankruptcy "" from "" PR . Read up ! url",raw_images/images_otweet_DataC/29239.png,0.0
52875,1343,"And guess where the "" Make America Great Again "" caps are made ? ? ? #Election2016 #Trump #TrumpPresident url",raw_images/images_otweet_DataC/35163.png,0.0
52925,1945,216 Republican Reps . voted for a budget that cuts Medicare + Medicaid to pay for a tax giveaway to the wealthy . RT to spread their shame ! url,raw_images/images_otweet_DataC/15383.png,0.0
52975,1884,"@user Please , get the facts straight as to why he was there ! It was NOT for his honeymoon ! #FeelTheBern url",raw_images/images_otweet_DataC/15905.png,0.0
53025,1139,. @user Don't be ignorant url,raw_images/images_otweet_DataC/10975.png,0.0
53075,890,"@user 700 k #vets in prison , work for free . Don't . url",raw_images/images_otweet_DataC/44772.png,0.0
53125,214,"@user Yep , these ' women ' said these things #HillaryForPrison url",raw_images/images_otweet_DataC/23389.png,0.0
53175,749,WHY DONT YOU ALL GO TAKE YOUR SOCIAL JUSTICE ISSUE TO CHICAGO ? @user @user @user @user @user @user @user url,raw_images/images_otweet_DataC/18412.png,0.0
53225,705,@user @user never . I will be writing in Bernie name . Hillary Fanatics are really Republicans of the 80 ' s . url,raw_images/images_otweet_DataC/28211.png,0.0
53275,386,#TrumpCouldSay Hillary is a clepto ! url,raw_images/images_otweet_DataC/27766.png,0.0
53325,1549,Bernie Sanders has a very poor record on Gun . Control . Bernie Sanders was elected 2 Congress in 1990 with the financial $ $ help from the NRA . Sanders voted Against Brady Bill FIVE Times ; Voted 2 allow Guns on Amtrak & in National Parks . Bernie has Protected Guns NOT People ! url,raw_images/images_otweet_DataC/7947.png,0.0
53375,1954,@user @user #staywoke or is it #justbewoken url,raw_images/images_otweet_DataC/33631.png,0.0
53425,1276,Hah . #FakeNews agent Gregg Phillips ( atJumpVote ) blocked me for asking a question about his unsubstantiated #Election2016 claims ( see pic ) . url,raw_images/images_otweet_DataC/5742.png,0.0
53475,296,@user @user @user Take another look . Facts and figures are my bread and butter . url,raw_images/images_otweet_DataC/14752.png,0.0
53525,1182,This guy is a GIANT jerk . Check out the TL . How can he still be employed ? ? ? url,raw_images/images_otweet_DataC/9918.png,0.0
53575,1327,"@user @user WELL ... actually ... have a look at the pics . CA has the highest poverty level in the AND a VERY high cost of living , goods & services . So ... url",raw_images/images_otweet_DataC/33336.png,0.0
53625,1089,"@user @user "" No , I will not apologize to the victims of gun violence . "" Bernie Sanders who voted against background checks 5 times . url",raw_images/images_otweet_DataC/9493.png,0.0
53675,547," We had a massive landslide victory , as you know , in the Electoral College .  Trump Easily proven false . Reagan had a landslide ' . url",raw_images/images_otweet_DataC/4443.png,0.0
53725,247,@user You are a lying hack . Bernie's NRA ratings : url,raw_images/images_otweet_DataC/39107.png,0.0
53775,1341,Selling out to corporations . #WhatImKnownForIn4Words url,raw_images/images_otweet_DataC/35424.png,0.0
53825,575,"You reap what you sow : TV ratings , week of June 19 , 2017 . #FakeNews #MakeAmericaGreatAgain url",raw_images/images_otweet_DataC/43380.png,0.0
53875,1373,". @user : "" I pledge to you a Trump administration will be a true friend to Poland and to all Polish Americans . "" url",raw_images/images_otweet_DataC/13709.png,0.0
53925,554,An actual survivor of the #ParklandShooting While David Hogg admitted he wasn't even there . url,raw_images/images_otweet_DataC/23500.png,0.0
53975,1269,@user this one good enough for you ? url,raw_images/images_otweet_DataC/30551.png,0.0
54025,1219,"@user Yes , and since OVER 90 % of DEMOCRATS are the SHOOTERS ... IT'S ALSO A DEMOCRAT ISSUE ! ! url",raw_images/images_otweet_DataC/40613.png,0.0
54075,228,I'd love to hear the answer to this one ... #SorosAgenda @user @user @user @user @user url,raw_images/images_otweet_DataC/8262.png,0.0
54125,1660,"The most important takeaway is that Tucker Carlson falsely claimed that CA is the poorest state ( & getting poorer ) , and then blamed it on the # of immigrants in CA . In reality , CA is not the poorest state , the economy is growing , & it's the 46th least dependent on the fed govt . url",raw_images/images_otweet_DataC/16275.png,0.0
54175,137," He's hired more employees more people than anyone I know in the world  - Denzel , #PresidentTrump supporter ! ! #MAGA url",raw_images/images_otweet_DataC/36889.png,0.0
54225,385,ITS FUNNY THAT IGNORANT ATTENTION SEEKING LITTLE SHITS LIKE @user CALL FOR GUN CONTROL AND YET THEY ARE SILENT ABOUT ALL THE CHILD MURDERS AND BODY PART SALES AT PLANNED PARENTHOOD ... ALSO .. ALL THE MASS SHOOTERS HAVE BEEN DEMOCRATS ! #THEFIVE @user @user url,raw_images/images_otweet_DataC/34204.png,0.0
54275,902,"@user @user @user @user @user @user Ever wonder how they are all dressed the same , same helmets , hoodies , bandanas etc ? These are the violent ones , on purpose to create chaos . url",raw_images/images_otweet_DataC/41271.png,0.0
54325,1382,@user @user @user @user @user Your not too smart ? url,raw_images/images_otweet_DataC/20560.png,0.0
54375,91,Donald Trump in 4 tweets url,raw_images/images_otweet_DataC/21830.png,0.0
54425,438,"Bill Clinton gave North Korea $ 5 Billion dollars and 2 Nuclear reactors in 1994 , essentially giving them Nukes ! url",raw_images/images_otweet_DataC/3215.png,0.0
54475,1592,". @user : "" How do you lose a billion dollars when you're in the casino business ? "" url",raw_images/images_otweet_DataC/4929.png,0.0
54525,380,@user @user No they didn't url,raw_images/images_otweet_DataC/43151.png,0.0
54575,1267,"I live in one of these most beautiful states ! CALIFORNIA ! With a GDP of more than $ 2.4 trillion in 2015 jumping two spots making it the 6th largest economy in the world ! We're so progressive here but yet can't seem to get off the Democratic "" Plantation "" #WakeUp #VoteRed url",raw_images/images_otweet_DataC/35068.png,0.0
54625,1852,If you are black & #StandWithPP U are a special kind of stupid . PP was founded to extermination blacks . More blacks are aborted than born url,raw_images/images_otweet_DataC/1821.png,0.0
54675,248,"We're only nine weeks into 2018 , and there have already been at least 12 school shootings in the US url url",raw_images/images_otweet_DataC/37218.png,0.0
54725,1195,"While Democrats may want every Committee of Congress to investigate the same fact patterns , it isn't a prudent use of resources something they used to be mindful of . url",raw_images/images_otweet_DataC/8004.png,0.0
54775,29,Where are all the protest ? #StandWithPP url,raw_images/images_otweet_DataC/35089.png,0.0
54825,1313,"Spotted in south Lansing : apparent "" issue ad "" on pot legalization from weedmaps app company url",raw_images/images_otweet_DataC/6405.png,0.0
54875,278,"@user @user @user @user Well , well , well ... url",raw_images/images_otweet_DataC/34849.png,0.0
54925,1851,"@user @user @user @user Did your poverty numbers not adjust for population size ? Poverty rates by state say you made this up . California is in what we would technically call "" the middle "" . url",raw_images/images_otweet_DataC/17551.png,0.0
54975,1200,@user @user Enough said ... url,raw_images/images_otweet_DataC/32337.png,0.0
55025,995,"Workers , consumers , seniors , and savers bear the burden of high corporate rates . It's time for #taxreform CC @user url url",raw_images/images_otweet_DataC/15975.png,0.0
55075,19,@user @user @user Obama 1st president ever do not have a year of 3 % growth url,raw_images/images_otweet_DataC/17183.png,0.0
55125,1308,"Dear H . R . McMaster & US SoS Tillerson , Can you please explain to the "" fu * cking moron "" the money belongs to Iran ? url",raw_images/images_otweet_DataC/12935.png,0.0
55175,774,"Trump is claiming that he'll lose bigly under the GOP tax plan . Yes , that's a lie . But more important , it represents the culmination of a much bigger lie he told for months during the campaign , one that the tax plan has completely unmasked : url url",raw_images/images_otweet_DataC/12459.png,0.0
